Gene_ID	TCGA-09-1664	TCGA-13-1484	TCGA-13-1488	TCGA-13-1489	TCGA-13-1494	TCGA-13-1495	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1105	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2027	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-24-2290	TCGA-24-2295	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1623	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1697	TCGA-29-1762	TCGA-29-1763	TCGA-29-1768	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-1785	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1900	TCGA-61-1907	TCGA-61-1911	TCGA-61-1914	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2096	TCGA-61-2612
ABR		-0.404		-0.042	-1.03	0.229	-0.923	-0.992	2.363	-0.087	-0.727	0.7	-1.06	-1.469	-1.184	-1.034	-0.004	-0.875	-0.876	0.191	1.208	-1.611	-1.114	-0.187	-0.483	0.993	-0.146	0.133	0.575	1.169	0.255	-0.318	0.378	0.071	0.297	-0.177	-0.18	0.457	2.44	-0.274	0.46	-0.388	-0.109	-1.496	-0.13		0.853	-1.119	-1.428	-1.214	0.054	0.178	-0.449	0.134		0.316	-0.459	-1.085	0.453	-0.805	0.286	-0.283	1.582	0.329	-1.48	-1.699	0.618	0.369	0.155	0.233	0.146	0.772	-1.187	0.464		-0.034	-1.039		-0.765	-0.974	0.573	-1.526	-0.149	0.768
ABRACL				0.441		0.268		0.433					0.014		-0.703	0.451	1.208	-0.12	0.927	0.783	1.092	2.022		-0.295		2.371			0.9		1.102			0.457	1.26			0.171	2.12	-1.559	0.506	0.367	-0.388	-2.345	-0.843								-0.087	-2.27		1.853		1.409	0.021			-0.628	1.187		-1.038		0.9		-1.835		-1.204	-0.649	-0.695				-0.085				0.797		1.077	
ABRAXAS1	-1.048	-0.742	0.279	0.389	0.334	-0.453	0.581	0.681	2	-1.786	-0.982	-0.484	0.137	0.842	0.905	-0.953	1.026	-0.937	1.569	0.719	-0.398	-0.41	1.618	1.243	0	0.35	0.523	-0.931	-0.758	1.018	1.261	1.811	1.386	-0.656	0.73	0.96	0.17	0.317	-1.58	-0.357	0.205	1.29	-0.045	-0.188	-0.25	1.187	-0.093	0.817	0.81	-0.582	0.054	1.618	1.53	-1.015	0.573	0.064	-1.026	-0.594	-1.002	0.375	-0.511	-0.04	-1.358	2.552	0.118	-0.754	0.338	1.72	-0.147	-0.855	2.044	0.455	0.017	-0.117	1.374	0.006	1.132	0.262	-0.802	-1.018	0.418	-0.225	0.772	1.11
ABRAXAS2		1.766	-1.106	0.734	0.828			-0.907	1.798	-2.7	-1.793	1.816	-0.166		-0.909	-2.251	0.001	-2.731	-0.574	2.247	0.07	-1.406	0.043	0.138		0.541			-0.707		-1.488				-1.33			-0.067	-0.313	-2.419		0.087	-0.965	-0.728	0.226	0.827	-0.127		0.748	2.016	0.179	1.126	-0.187	-0.256	0.579	-0.018			-0.98		0.924	-2.433	2.189		-0.445	1.786	1.001	-0.172	1.167	1.587	0.464	1.084	-1.346			1.674			1.619	-0.797	0.634	-0.725		
ABT1	-0.617	0.354	0.678	-1.742	-2.058	0.441	0.397	-0.66	0.628	-0.183	1.577	-0.818	0.987	-0.781	2.418	-0.477	-1.288	0.216	-0.886	1.042	0.468	0.297	0.343	-1.163	0.899	-0.468	0.024	-1.257	-0.106	-1.017	2.175	0.842	1.189	-1.449	1.06	0.32	1.861	-1.248	-1.336	0.577	-0.387	0.283	-0.94	1.083	1.41	0.387	1.64	0.041	0.299	0.236	0.494	1.497	0.522	1.399	-0.344	0.053	2.221	-0.374	1.362	0.19	2.186	0.634	0.386	0.6	-0.543	-0.375	0.863	2.528	-0.156	-1.729	-0.725	0.276	-0.871	1.283	-0.197	-0.307	0.327	0.142	1.214	-0.837	-2.77	-1.168	-1.148	1.02
ACAA1	-0.606			-0.963		-0.955	0.209				-0.982		0.592		-0.102	-1.441	-1.521			-1.224		-0.256		-1.246		-0.47			1.522		1.131		-0.977	1.183	-0.284					-0.916	-1.35	-2.873		-1.539				0.057		-0.286	-1.131	-0.028	-0.305				1.327	0.844	-0.21	1.027	1.824		0.266			0.604	-1.856		1.719	-0.925			0.067	1.934	-0.067		0.95	-0.324	-1.542			-1.57	1.417	
ACAA2	-0.642		-0.023	-0.22	1.458	0.185		0.471		0.551		-0.779	-1.221	-1.109	-0.261	0.118	-1.183			-1.198		0.721		-0.491		2.042	0.271	0.75	1.352	0.131	-1.026	-0.209	-1.17	-2.246	1.176				-1.967	-1.509	-0.891	-0.663	1.839	-1.727		1.908	0.007		-1.25	0.054		-2.929	-1.03		0.566	0.323	-0.486	0.622	1.461				-1.096			0.22	-0.662		1.374		-0.551	-0.63	1.505	-2.304	-0.416	0.606	0.872	0.463					0.678	-0.401
ACACA	-0.851	-0.46	0.643	-0.522	0.021	-0.77	0.865	-0.283	-2.427	0.056	0.51	-1.616	-1.58	1.12	-0.016	-0.151	-0.93	3.498	-0.36	-0.002	0.472	1.832	0.296	1.846	2.12	-0.804	-1.216	1.935	-0.932	0.003	0.97	-1.247	-0.18	-0.608	-0.921	0.4	0.584	-2.01	-0.05	1.526	-0.17	-0.156	0.496	-2.674	0.892	-0.385	0.355	-0.739	0.991	-1.613	0.439	0.775	-1.014	0.034	-2.522	-0.83	-0.392	-0.601	-1.568	1.212	-1.633	-1.099	-0.312	0.721	-0.857	3.352	-0.306	0.681	0.659	0.311	-0.618	-0.155	1.722	0.091	-0.353	-0.646	0.666	0.137	-0.57	2.218	0.641	1.679	-0.538	-1.42
ACAD10	-0.694	1.189	0.494	-0.871	-0.393	1.55	0.141	1.172	1.476	-0.496	-0.919	0.855	-0.68	-1.855	-1.473	-0.69	0.627	-0.538	-0.403	-0.635	0.61	0.015	0.13	0.724	2.453	-1.288	0.267	-0.299	-0.587	0.83	-0.124	-0.913	-2.014	0.121	0.042	-1.064	0.086	0.674	0.124	0.063	-0.353	0.184	-0.496	0.829	-1.562	-0.333	1.776	0.337	-0.17	0.554	1.182	-0.084	0.537	1.019	1.389	-0.53	-1.029	0.706	0.468	-0.82	1.069	-1.731	0.497	-0.591	1.943	0.104	-1.192	1.076	-2.318	2.028	-0.383	-0.374	-0.394	-0.14	-1.194	1.416	-1.259	-0.799	-1.144	-0.447	-2.753	-1.061	0.524	-1.256
ACAD8	-0.402		0.411		0.401	-0.227		1.347	-0.851		-0.342	-0.159	0.212		-0.457	0.577	0.29	0.178	-0.316	1.693		-0.582	0.754	-1.038	0.623	-0.951							-1.827	0.839		0.651	1.236	0.519		-0.899	-0.36	-0.962			2.541	4.008	1.656			-1.109		-0.851	0.629	0.556	-2.027	0.422	-1.239	1.538			1.042		-0.176		1.163	-0.138		-0.943		-0.214	1.636			0.902	0.533		-2.407	0.942					0.967	
ACAD9	-0.392	0.142	-0.128	-0.119	0.171	0.484	-1.002	-0.628	0.551	-0.248	0.105	0.986	-1.235	-0.252	-0.52	0.869	-0.041	0.49	-1.73	-2.241		-0.642	1.737	0.004	-1.074	0.116	0.212	-0.021		-1.198		0.792	-0.069	0.935	-1.215	-1.162	-2.172	0.426	-0.012	0.796	0.654	2.087	0.483		2.767	-1.041	-0.287	-0.586	0.263	0.509	-1.301	0.62	0.325	-1.069	0.48	-0.599	0.404	-0.568	-2.14	2.422	1.244		-1.099	1.056	-0.823	0.566	-1.21	-0.003	1.155	0.465	-0.653	-0.682	0.793	-0.36	0.577	0.384	1.861	0.904	0.003	-0.915		-1.105	0.691	0.824
ACADM	0.555	-0.011	0.42	0.622	0.446	-0.072	-0.616	0.089	-0.571	-1.005	0.33	-0.193	0.016	0.625	-0.172	-0.022	0.112	-0.577	-0.616	-0.392	-0.978	0.888	-1.371	2.415	0.96	-0.969	0.473	0.67	-1.116	-0.785	0.372	0.496	-0.725	0.687	0.2	1.341	0.311	-0.966	-1.22	2.592	-1.009	1.45	0.506	0.311	0.09	-1.637	-0.436	-1.237	-1.209	-2.072	-0.102	0.553	-0.479	0.461	-0.988	0.97	-0.001	0.069	-0.164	0.645	0.921	-0.103	3.494	0.304	0.374	0.338	-0.496	-0.176	-2.463	1.293	-0.415	-1.448	0.762	0.428	2.099	1.421	-0.653	-1.124	-0.145	1.07	1.635	0	-1.631	0.611
ACADS				-1.889		0.48			-0.089	-0.579			0.279	-0.831				-1.372	0.042	-1.13			-0.341	0.274			0.595		-2.46	0.584	0.067			0.93	0.509			-0.416	0.137	0.035	-0.381	0.03	2.639	1.508	0.838				-1.155	-0.394		0.603		1.182				-0.538	-0.582				1.051		-0.499	-0.671	0.416	0.009	-0.004			-0.26	-1.943			0.112	0.008						2.192	
ACADSB	-0.438	-0.291	-1.339	0.097	-0.048	-1.332	-0.51	0.754	0.177	-0.515	-1.296	0.344	-2.013	-1.305	0.567	-0.418	0.27	-0.024	0.331	-0.266	0.481	0.17	1.458	-0.187	-0.993	1.691	0.462	1.548	-1.36	2.228	1.201	-0.041	1.933	1.193	0.974	-0.059	-0.884	-1.125	-0.459	0.743	0.11	1.449	2.776	-0.485	-0.035	-0.382	0.383	0.246	-0.936	-0.063	-0.728	-1.287	-0.241	-0.011	-1.361	-0.014	-1.056	0.052	1.436	0.025	0.414	0.339	-0.319	1.087	-1.743	0.334	1.48	-0.97	-0.628	-2.992	-0.487	-0.296	0.665	0.905	-0.821	1.199	1.964	-1.169	-0.511	0.396	-0.523	0.664	1.101	0.728
ACADVL	1.477	0.781	-0.177	-0.54	2.01	-1.033	-0.286	0.52	0.192	-0.374	0.123	0.17	0.57	-0.02	-1.13	0.792	-1.575	0.124	-0.389	2.221	2.182	0.691	-0.201	-1.362	1.508	0.282	0.134	0.683	-1.593	0.397	1.892	-2.265	1.493	0.876	-2.15	-0.378	-0.155	-0.523	0.111	-0.305	-0.558	-0.543	0.701	1.212	-1.47	-2.099	1.061	0.639	0.329	-1.116	1.515	0.835	0.363	-0.303	-0.747	-0.776	1.314	-0.338	1.5	0.156	0.358	1.412	1.587	-0.796	1.544	-0.763	0.321	0.893	1.31	-0.595	-0.868	1.285	0.357	-0.484	-0.089	-0.647	-0.352	1.07	0.601	0.003	0.005	0.383	-0.424	0.077
ACAP2	-0.563			0.288		0.237				-1.144	0.387	0.342						-0.244	0.304	0.574				-0.528										2.042				1.706			-1.416	1.383			-1.327		2.992		2.109	0.23		1.483		1.141				1.101			1.204				0.984	2.336			0.342	-0.463			-1.027		-1.158	1.08	-0.044	-0.682					-1.581	
ACAT1	1.245	-0.148	-1.137	-0.571	1.434	1.485	0.435	0.487	-0.495	0.721	-0.514	0.281	0.478	0.586	-0.513	0.2	1.15	0.28	-0.091	-0.026	0.443	-0.861	-0.485	0.178	-0.977	1.529	0.635	0.411	0.319	-0.232	0.845	0.229	-0.287	0.801	-1.257	0.207	0.397	-0.483	-0.065	0.693	0.609	1.481	-0.808	-0.01	1.105	1.236	-0.687	1.864	1.54	0.783	-0.48	-0.268	1.264	-0.611	0.704	0.114	-1.882	-1.242	0.431	0.137	-0.21	-1.144	-0.828	1.247	1.054	-0.545	-0.141	-0.031	1.712	0.628	-1.942	-0.213	0.172	0.204	-1.523	0.694	1.146	0.837	0.893	-0.225	0.731	-0.103	1.424	-0.179
ACAT2	-0.563	-0.317	0.332	-0.672	-0.428	-1.005	0.156	-1.486	-1.551	1.18	0.476	3.261	1.579	-0.847	0.559	-1.12	1.913	-1.146	-1.129	-0.547	1.043	0.264	-0.256	0.006	-0.397	0.99	0.063	0.551	1.065	0.06	0.38	0.094	-1.269	-2.61	-0.322	0.396	-0.903	-0.537	-0.137	0.253	-1.186	-2.061	0.255	-0.478	-0.547	-0.504	-1.634	0.909	-0.512	0.3	-0.467	0.602	1.225	-2.859	0.616	0.769	0.865	-0.996	0.038	0.528	-1.998	-2.376	-0.393	-1.096	-0.375	1.774	-1.615	1.411	-1.977	0.726	1.413	2.086	1.082	-1.231	0.083	1.252	0.273	-2.254	-0.771	-1.4	-0.63	1.307	-0.443	0.251
ACBD3	0.717	0.029	0.002	1.667	-2.322	-0.089	1.553	0.342	1.604	0.415	-1	-1.758	1.306	0.869	0.518	0.383	-0.99	-1.349	0.164	1.138	1.231	1.601	-0.374	0.462	-0.707	-1.263	-0.481	2.139	0.765	-0.878	0.252	1.728	1.758	2.128	-0.849	-0.23	1.581	0.847	0.908	-0.179	1.654	1.91	-0.803	0.153	-1.201	1.223	-2.548	0.399	-2.108	0.242	-0.692	-2.46	0.255	0.634	0.53	0.412	-0.143	0.215	0.018	-0.068	-0.024	-0.371	-0.155	0.198	2.009	0.344	-1.35	0.035	-0.179	0.752	-2.477	-0.427	0.425	-0.358	-2.008	-0.224	0.643	1.126	-0.848	0.315	-0.955	0.99	-0.247	0.865
ACBD5	-0.496	1.205	-0.587	-1.417	-0.112	2.076	-0.458	1.563	0.03	1.149	0.169	-0.621	0.235	0.546	0.515	0.171	-1.14	0.481	0.053	1.171	0.444	-0.169	-0.337	-0.856	1.046	1.148	1.329	0.221	-1.654	-0.592	-0.76	-1.09	1.157	0.595	-2.084	0.407	-0.972	-1.155	0.617	1.049	0.785	-0.52	0.289	-0.086	-1.109	-0.293	1.331	0.438	2.23	0.259	2.289	0.143	0.573	-0.693	-1.038	0.441	1.214	0.663	1.253	-1.63	-1.502	0.333	-0.71	-1.139	0.592	-0.459	0.861	-1.282	-1.383	-0.184	0.36	-1.577	-0.12	-1.141	-1.282	1.686	0.571	0.785	1.073	1.893	1.13	-1.561	0.688	-0.756
ACBD6	-0.567	2.444	2.057	1.936	-0.372	2.412	0.798	-0.147	2.321	0.978	-0.099	1.388	0.533	0.628	-0.707	0.271	-1.139	-0.689	-0.589	-0.804	1.505	1.02	-0.448	-0.364	-0.582	0.636	-0.407	1.122	-0.061	-0.789	-0.67	0.938	-0.21	-0.871	2.683	-0.404	-0.038	0.03	0.256	0.391	0.945	-0.874	-2.964	0.115	-0.192	-0.927	0.661	-0.094	1.052	-0.033	1.395	0.765	-0.362	0.091	0.946	0.687	1.136	-1.764	-0.057	-1.243	0.692	0.809	-0.757	-2.89	0.441	1.128	0.11	1.087	1.026	-0.48	-1.729	0.65	0.422	2.178	-0.074	0.086	-1.088	-0.293	-2.807	-1.441	-0.591	-0.81	-1.268	-0.638
ACBD7	-1.492	-1.658			0.416	0.773	-0.905	1.232	0.949	-1.003	1.514	-0.333	-1.843	-0.194	-1.359	-0.224	-0.63	0.201	-2.161	-0.74	0.886	-2.468	0.222	-0.86	-1.089	1.652	0.561	-2.486	-0.583	-0.093	-0.288	-0.716	-1.76	2.297	-1.724	-0.332	-1.811	-0.974	1.481	-3.219	-2.098	1.611	0.459	-0.031	0.168		1.329	0.718	-1.382	2.686	-1.115	-0.633	-0.977	-1.565		0.738	-1.614	-0.218	-1.238	0.242	2.787	1.142	-1.346	-1.196	-0.49	-0.855	-0.486	1.085		0.871	-0.484	-0.725		0.643	-3.174	0.932	-1.991	-2.038	2.543	-0.665	-0.67	1.886	-2.05	-0.88
ACE	1.28	0.87	1.479	-0.274	-0.892	-0.199	-1.833	-1.278	1.674	-0.306	0.353	1.212	-0.798	-1.247	0.506	-2.21	1.262	1.342	0.912	-0.143	-1.869	0.094	2.148	1.248	-0.108	0.216	-0.901	-0.99	-0.082	1.396	1.117	-0.564	-0.302	0.241	-0.157	0.012	-0.033	0.768	-0.302	-0.327	0.034	1.689	-2.028	0.769	0.115	2.559	0.45	1.477	-1.012	1.132	-0.436	-2.058	0.324	1.1	0.285	1.035	-0.328	0.923	-0.741	1.08	-1.018	-1.298	-2.405	0.622	1.701	0.316	-0.135	-0.875	-1.164	1.53	0.041	0.132	1.834	1.129	1.005	0.612	0.066	1.245	0.122	0.765	0.063	0.593	-0.659	1.209
ACIN1				-1.866	0.579			-0.385	-1.787	-0.76	0.44	0.507	0.836	0.713	1.675	-0.612	-0.367	-0.787	-0.387	-1.486		-0.472	-1.527	-0.111	-0.018	-0.907	-0.352		0.296	-0.354	0.349		-1.173	-0.987	-0.869	0.846	0.608	0.523	-0.807	-0.836	-1.499	-0.586	-0.223	1.855	2.433		0.103		-0.189	-0.978		0.751	-1.657	-1.293		-0.954	2.082	-0.283	-0.401		1.097		-0.962		0.973	1.35	-0.164	0.205	-0.901	-0.672	1.707	0.805	-0.347	0.848		-0.44								
ACLY	-0.29	-2.838	-0.308	0.081	-0.119	0.331	1.609	0.974	1.324	0.429	0.64	0.035	-0.253	-1.882	-0.68	0.134	1.26	-1.128	1.219	0.616	0.436	0.8	0.267	-0.967	2.391	1.905	1.064	1.273	-0.996	-0.622	0.342	-2.23	0.117	0.955	-0.567	-1.469	1.545	-1.312	-0.805	0.207	1.597	0.867	2.128	-0.67	-0.821	-0.182	-2.146	1.785	0.96	-1.783	1.04	-0.342	-0.365	-0.845	-1.145	-1.033	1.219	-0.398	-0.773	-1.494	0.943	0.428	0.188	0.439	-1.008	0.801	0.028	-1.557	1.154	1.668	-0.408	-1.005	-1.202	0.318	-0.077	2.726	-0.34	-1.073	-0.098	-1.659	2.455	0.667	-0.015	-1.825
ACO1	-0.459			-1.253		0.833		0.137					0.129		0.726		0.876	-0.48	-0.715	2.007	-1.27	-1.206		-1.203	0.86			1.792	1.465		0.351	0.816	0.353	-1.232	0.547	0.745	2.228	-0.19	1.701	-1.573	0.225	-0.198	-1.335	0.058	-1.115					-0.911		-0.077		0.966		-2.076	0.895	2.079	-2.123			0.826	-1.365		0.853	-0.569	-1.596		-2.995		1.325	0.174	-1.817	0.934	-0.542		-0.049	0.809			2.435		-2.377	0.602
ACO2				0.821	-1.459	-0.823	0.888	-0.221		0.466	0.565	-2.884	1.375	1.352	0.426		-1.894	-0.522	0.37	-1.657		0.546		2.072	1.337		-1.304	0.668	-2.079	1.171	-0.166	0.724	-0.5	-0.441	-0.241	0.374	0.143	0.85	0.12	-0.056	0.996	0.015	-0.031	0.098	1.036		-1.212	-1.461	-0.081	0.799		2.425		0.617		1.468	-0.198	0.791	-1.843	-2.203	0.593		0.683		-0.033	-0.113	-2.147		1.17	-0.481	2.278	-1.576	-0.481	0.435		-0.035	3.189						0.652	1.211
ACOT11	-0.954	1.495	-0.619	0.529	-1.333	0.36	0.732	-1.494	-0.028	0.236	1.479	1.076	-2.609	1.227	0.749	1.116	0.344	0.515	-1.79	0.012	0.323	0.461	-0.12	-0.757	0.814	0.458	-0.491	-0.544	-2.344	-0.025	0.355	1.513	-1.765	-0.814	1.768	-1.093	0.474	-1.748	3.047	0.66	-1.294	-1.016	0.429	0.094	-0.74	0.357	-0.528	-1.386	-0.178	-1.524	1.198	0.178	-0.206	0.739	0.591	0.508	-0.585	0.539	0.106	-0.85	1.526	-0.282	-1.358	0.042	-1.383	0.958	-0.54	1.878	-0.029	0.499	-0.1	0.147	1.145	2.878	1.64	1.87	0.568	2.425	-0.647	0.588	-0.173	-1.128	-0.982	-0.553
ACOT13	0.673	0.421	-0.626	-1.28			1.05	-0.331	1.512	-1.399	-0.77		-0.556		-0.646	1.849	-0.595	-0.381	-0.302	-1.319	0.084	0.722	0.356	0.92		-1.895		2.094	-0.535		0.478	-1.64	0.116	0.989	0.916			-0.857	-0.89	0.279	-0.402	-0.196	-0.739	-0.279	2.116	0.919		-0.607	1.375	-0.539		-0.926	1.332	-0.263	0.473	-0.086	-0.195	-0.158	1.642	-0.061	-0.72	2.137	0.275	-0.334	1.871	-0.003	-0.515	1.808	0.149	-0.156	-0.302	-0.191	0.045	0.177	-0.413	0.595		0.952		0.561	0.329			-0.004
ACOT7	1.04	1.476	-0.525	-0.475	0.871	0.204	-0.749	-1.327	-0.678	-0.14	0.282	0.385	1.313	-0.49	-0.2	-0.887	-1.204	-0.543	0.126	-2.346	-1.64	-0.234	0.789	-0.683	-1.083	-0.491	-0.957	-0.064	0.81	0.486	0.13	0.496	-0.755	0.552	-0.592	-0.598	2.047	0.616	0.007	1.86	-1.298	-0.576	0.199	-0.395	0.668	0.504	0.115	-0.652	-0.106	-1.37	0.407	0.482	-0.019	1.591	-1.309	0.207	-0.379	2.117	0.814	-0.32	0.185	-0.786	-0.748	0.549	0.309	0.314	1.252	-2.176	-1.658	-0.593	0.379	-0.852	-0.136	0.702	-1.093	0.217	1.378	-0.436	2.19	-0.614	-0.82	0.296	-0.587	-1.315
ACOT8		0.159		0.726	-0.722	3.253		0.807		-1.475	-0.352	2.452	-0.636	1.979	-0.706		0.067	1.547	-1.311	0.477		1.957		-2.146	-0.872		1.648	-0.528		1.444		0.048	-1.016	-2.877	1.224	-2.888	-0.797	-0.559	0.602	1.132	-0.487	-1.172	0.301		1.607		-0.635		1.279	-2.375		-1.248		0.539		-0.236	-0.29	0.226	-1.264		-1.366		-0.79	-0.545	-0.272	-0.857	-0.782		0.501	0.946	0.341	-0.117	-1.064	-0.688		2.935	1.326			-1.205			0.96	-0.642
ACOT9	0.238	-0.749	-0.332	-0.485	-2.15	-0.213	0.007	-0.335	0.998	-1.089	1.202	-1.262	0.402	1.053	0.498	-0.196	0.542	-0.703	0.635	0.004	1.454	-0.462	-3.05	0.117		0.476	1.485	-0.726	0.8	2.042	0.021	-1.764	-0.633	-0.344	0.268			0.452	-1.145	1.051	1.584	0.097	-0.749	-0.239	0.207	0.519	1.079	0.418	-1.211	0.567		-0.798	0.419	0.249	0.569	1.248	0.182	-0.134	0.855	0.02	-0.267	-3.267	1.188	-0.832	-0.686	-0.662	0.257	-1.589	-0.344	0.355	-0.629	-0.007	-0.102	-1.002	-0.583	-1.449	0.016	-1.687		-0.575	-1.286		-0.225	0.504
ACOX1	0.837	1.485	1.371	-0.426	1.048	1.585	0.051	-0.081	1.075	0.454	1.605	-0.22	-0.665	1.818	1.022	-1.424	-1.107	-1.338	0.143	0.017	-0.331	-1.852	-1.117	0.265	-0.614	0.243	0.936	-0.794	-0.965	1.06	-0.771	1.049	-0.23	1.041	-1.521	-0.442	1.728	-0.531	-1.754	-1.713	0.159	0.632	0.677	0.704	1.035	0.146	0.283	-0.339	1.115	-0.05	0.486	-0.58	-1.354	0.648	-0.802	-0.471	-2.458	0.54	0.799	-0.145	0.192	0.295	0.516	-0.303	0.725	-0.977	-0.309	-0.263	-0.561	-0.739	-0.314	-0.506	0.243	-1.043	1.098	-0.978	0.966	-0.682	-0.803	-0.387	0.051	-1.029	0.493	-0.208
ACOX3	1.02	0.13	0.626	-0.267	-0.282	-0.587	0.231	-0.191	0.045	1.117	-0.787	0.936	0.078	-0.404	0.435	0.222	-1.719	-1.512	0.091	0.007	1.018	-0.623	0.167	-1.388	-1.117	-0.063	-0.817	0.771	0.372	-1.721	-0.206	-2.14	0.386	-0.857	1.739	-0.826	0.402	0.801	0.422	0.593	0.485	-0.646	0.355	-0.567	-0.868	-1.105	-0.162	-0.732	0.292	-0.828	0.575	0.043	1.014	-1.43	0.495	1.521	-0.901	1.728	1.179	1.76	-0.042	2.093	-0.734	-0.51	0.429	-1.287	0.356	0.197	-0.932	0.079	-0.189	0.505	1.109	-1.458	0.667	0.678	-2.117	-0.224	-0.076	-0.677	-0.535	-0.78	0.71	2.391
ACP1	0.469		0.142	0.945	-0.054	-0.03			-1.346	-0.051	-0.134	0.183	0.757	0.606	-0.359		-0.064	-0.045	-1.778	-1.734	-0.975	0.246	-0.24	-0.872			1.245	-0.347	0.528	0.284	-1.826	1.579	2.575	-0.176	-3.899			0.248	-1.694	-0.356	1.061	-0.256	-0.965	0.009	1.875	-0.188	0.002		-0.07	0.206		-0.441		1.048	0.587		-1.121	0.389	-1.559		1.189	1.08	1.224		-0.243	0.071	-2.969	1.65	-2.573	0.251		0.907	0.28	1.468	-0.079	-1.14	-0.166	0.426			-2.276		0.787	1.952
ACP2		-1.337	0.394	-1.136	0.434	1.855		0.459		-2.018		1.543	0.774		-0.444	-1.599	0.77	0.204	1.204			-0.785			1.505	-0.324			-1.617		0.372		-0.697	-1.08	0.227	0.772	2.048	1.136	1.53	0.387	-0.896		2.408	0.47	-2.634	-1.646	-0.14		-1.561	1.551		-0.486	-0.084	-0.094	1.314	0.568	1.559	-0.535	-0.211				-0.242	1.117	-0.136	-0.76	1.089		-1.728		1.551	1.667	-0.234	1.631		1.831	2.007			-0.169			-0.689	
ACP5			0.307	0.381	0.204	1.575				-0.06	0.428	0.258	2.173	-0.733	-1.446	0.073	-1.345		-0.443	-0.607	2.444	-0.207		-0.165	2.624	1.212	-0.066	-0.202	-0.454	-0.082	-1.161	-1.277		-0.382	-1.234	-1.041	-2.141	-1.489	1.08	-1.461	-0.538	-2.414	-1.432	0.197		0.504	0.648		-0.828				-1.07	2.035	-0.721			2.307	-0.206		-0.421	0.495	-0.393				1.85		-1.04	0.275		-1.986	-2.409			-0.02	2.321				-2.76		0.995	-0.006
ACP6	0.154	-0.363	0.054	0.653	-0.101	2.343	0.983	-0.394	0.77	0.334	2.819	0.48	0.403	-0.107	1.225	0.899	-0.991	0.03	0.054	0.15	1.353	0.504	0.262	0.218	1.532	1.176	-1.75	0.165	0.723	-2.134	-1.201	0.344	0.162	-2.214	0.575	0.462	0.45	-1.395	0.541	-1.883	0.131	0.636	-0.684	1.699	1.242	1.534	1.036	-0.239	-0.619	0.482	-0.467	0.788	0.363	-0.501	1.115	-1.101	0.247	0	1.248	-0.384	1.923	-0.306	-0.041	-0.071	0.185	-0.635	0.107	0.354	0.048	-1.718	-1.797	0.07	1.418	2.161	0.544	0.3	-0.339	-1.091	0.778	0.524	2.645	-0.681	-0.742	-1.944
ACPP	2.185	0.1	0.522	-1.057		-0.073	-0.519	2.379	0.5	-1.283			-0.224		1.206		-2.313			2.032		-0.424	-0.073	0.721	0.735			0.385				2.482				-0.326	-2.294			0.045		0.35				1.051		-1.728	0.522						0.327	1.156				0.432			-0.11	2.053				0.156	1.453		-0.847		-0.845		0.599	2.111	0.464	1.12		1.194			-1.379	0.93
ACSF2	-0.317	-1.98	-0.393	-0.691	-0.193	-0.745	0.348	0.102	-0.151	1.549	0.132	0.216	0.623	0.356	-1.276	0.69	0.966	0.108	-0.025	0.144	-1.686	0.416	-1.851	0.784	0.408	-1.46	0.671	0.356	-0.965	-0.363	0.365	2.171	-0.027	0.426	0.995	-0.147	-1.007	0.463	-0.717	0.602	-0.566	1.037	0.815	-0.176	-0.075	-0.927	0.578	1.107	1.637	-0.413	0.451	-0.447	0.241	0.946	-0.795	-0.229	0.581	1.057	-0.545	0.474	1.269	-0.479	-0.248	-0.543	2.265	0.518	-1.513	-0.011	-0.052	-0.642	-1.281	-0.261	-0.988	-0.4	0.606	-1.61	0.65	0.982	-1.04	2.835	-0.277	0.001	0.903	-1.648
